X_Coords;Y_Coords;On the picture;X_size_picture;Y_size_picture;Esting;Northing
72.50007629394531;338.6808166503906;54578717;1116;659;Could not calculate this field;Could not calculate this field
1022.3683471679688;351.2138671875;54588634;1116;659;Could not calculate this field;Could not calculate this field
842.0751342773438;554.4743041992188;54588634;1116;659;Could not calculate this field;Could not calculate this field
979.8788452148438;544.1390380859375;54588634;1116;659;Could not calculate this field;Could not calculate this field
1069.4512939453125;567.1063232421875;54588634;1116;659;Could not calculate this field;Could not calculate this field
811.2968139648438;464.7015686035156;54588933;1116;659;Could not calculate this field;Could not calculate this field
1090.163818359375;153.1165008544922;54989652;1116;659;Could not calculate this field;Could not calculate this field
16.010669708251953;402.0769348144531;54990629;1116;659;Could not calculate this field;Could not calculate this field
1025.3799438476562;504.8281555175781;55576870;1116;658;Could not calculate this field;Could not calculate this field
134.67274475097656;494.03558349609375;55669877;1116;659;Could not calculate this field;Could not calculate this field
98.07752227783203;11.643936157226562;55670341;1116;659;Could not calculate this field;Could not calculate this field
128.01907348632812;637.0896606445312;55670341;1116;659;Could not calculate this field;Could not calculate this field
637.025390625;607.1480712890625;55670341;1116;659;Could not calculate this field;Could not calculate this field
91.42384338378906;563.899169921875;55670725;1116;659;Could not calculate this field;Could not calculate this field
103.06777954101562;552.2552490234375;55670725;1116;659;Could not calculate this field;Could not calculate this field
854.933349609375;545.6015625;55671446;1116;659;Could not calculate this field;Could not calculate this field
38.194419860839844;296.0886535644531;55671609;1116;659;Could not calculate this field;Could not calculate this field
537.2202758789062;537.2844848632812;55671609;1116;659;Could not calculate this field;Could not calculate this field
495.634765625;420.8451232910156;55671861;1116;659;Could not calculate this field;Could not calculate this field
558.8447265625;587.1870727539062;55672232;1116;659;Could not calculate this field;Could not calculate this field
726.85009765625;415.8548583984375;55672232;1116;659;Could not calculate this field;Could not calculate this field
191.22900390625;242.85923767089844;55672430;1116;659;Could not calculate this field;Could not calculate this field
286.0439147949219;482.3916320800781;55672695;1116;659;Could not calculate this field;Could not calculate this field
811.6844482421875;568.8894653320312;55672695;1116;659;Could not calculate this field;Could not calculate this field
327.62939453125;615.4652099609375;55672695;1116;659;Could not calculate this field;Could not calculate this field
585.4594116210938;583.8602294921875;55672695;1116;659;Could not calculate this field;Could not calculate this field
224.4973907470703;221.2347869873047;55672902;1116;659;Could not calculate this field;Could not calculate this field
156.2971954345703;49.902584075927734;55673182;1116;659;Could not calculate this field;Could not calculate this field
583.7960205078125;306.0691833496094;55673531;1116;659;Could not calculate this field;Could not calculate this field
348.14117431640625;137.4189910888672;55673846;1116;659;Could not calculate this field;Could not calculate this field
739.6607055664062;166.63685607910156;55673846;1116;659;Could not calculate this field;Could not calculate this field
1017.23046875;271.8211975097656;55673846;1116;659;Could not calculate this field;Could not calculate this field
1040.4483642578125;56.02791213989258;55673846;1116;659;Could not calculate this field;Could not calculate this field
498.96160888671875;41.585487365722656;55673898;1116;659;Could not calculate this field;Could not calculate this field
608.747314453125;143.0540771484375;55673898;1116;659;Could not calculate this field;Could not calculate this field
828.3186645507812;63.209938049316406;55673898;1116;659;Could not calculate this field;Could not calculate this field
800.04052734375;259.4934387207031;55673898;1116;659;Could not calculate this field;Could not calculate this field
1029.5924072265625;464.0940246582031;55673898;1116;659;Could not calculate this field;Could not calculate this field
894.8554077148438;459.103759765625;55673898;1116;659;Could not calculate this field;Could not calculate this field
227.82423400878906;349.3180847167969;55673898;1116;659;Could not calculate this field;Could not calculate this field
467.35662841796875;384.2498779296875;55673898;1116;659;Could not calculate this field;Could not calculate this field
1016.2764282226562;474.0656433105469;55674549;1116;658;Could not calculate this field;Could not calculate this field
147.9801025390625;364.2888488769531;55674842;1116;659;Could not calculate this field;Could not calculate this field
385.8490905761719;359.2986145019531;55674842;1116;659;Could not calculate this field;Could not calculate this field
532.22998046875;367.6156921386719;55674842;1116;659;Could not calculate this field;Could not calculate this field
620.3912353515625;357.63519287109375;55674842;1116;659;Could not calculate this field;Could not calculate this field
1019.6118774414062;199.61033630371094;55674842;1116;659;Could not calculate this field;Could not calculate this field
360.8977966308594;424.1719665527344;55674842;1116;659;Could not calculate this field;Could not calculate this field
1070.5859375;50.814456939697266;55737061;1116;659;Could not calculate this field;Could not calculate this field
1072.173828125;133.38795471191406;55737061;1116;659;Could not calculate this field;Could not calculate this field
52.708770751953125;376.3445739746094;55737061;1116;659;Could not calculate this field;Could not calculate this field
47.944915771484375;139.73976135253906;55737061;1116;659;Could not calculate this field;Could not calculate this field
216.26780700683594;157.2072296142578;55737061;1116;659;Could not calculate this field;Could not calculate this field
249.6147918701172;268.3638610839844;55737061;1116;659;Could not calculate this field;Could not calculate this field
886.3834838867188;88.92530059814453;55737061;1116;659;Could not calculate this field;Could not calculate this field
827.6292724609375;120.68433380126953;55737061;1116;659;Could not calculate this field;Could not calculate this field
629.13525390625;352.5252990722656;55737061;1116;659;Could not calculate this field;Could not calculate this field
278.19793701171875;520.8482055664062;55737061;1116;659;Could not calculate this field;Could not calculate this field
961.9494018554688;328.0986328125;55755009;1116;659;Could not calculate this field;Could not calculate this field
333.9757385253906;118.7740478515625;55755621;1116;659;Could not calculate this field;Could not calculate this field
5.877105712890625;506.84765625;55755621;1116;659;Could not calculate this field;Could not calculate this field
993.7008666992188;593.8702392578125;55756215;1116;659;Could not calculate this field;Could not calculate this field
1074.8436279296875;622.0938110351562;55756215;1116;659;Could not calculate this field;Could not calculate this field
38.804561614990234;382.1937255859375;55756686;1116;659;Could not calculate this field;Could not calculate this field
163.45851135253906;599.7501831054688;55756686;1116;659;Could not calculate this field;Could not calculate this field
169.3384246826172;456.280517578125;55756686;1116;659;Could not calculate this field;Could not calculate this field
373.9591064453125;22.343612670898438;55757255;1116;658;Could not calculate this field;Could not calculate this field
533.8923950195312;137.5896453857422;55757255;1116;658;Could not calculate this field;Could not calculate this field
184.6261749267578;548.0070190429688;55758169;1116;659;Could not calculate this field;Could not calculate this field
520.9566040039062;600.9261474609375;55758169;1116;659;Could not calculate this field;Could not calculate this field
304.5762023925781;538.5991821289062;55758169;1116;659;Could not calculate this field;Could not calculate this field
575.0517578125;8.23187255859375;55758169;1116;659;Could not calculate this field;Could not calculate this field
322.2159118652344;274.0035095214844;55758169;1116;659;Could not calculate this field;Could not calculate this field
757.3287353515625;580.9344482421875;55758169;1116;659;Could not calculate this field;Could not calculate this field
684.41796875;281.05938720703125;55758169;1116;659;Could not calculate this field;Could not calculate this field
587.987548828125;459.8084716796875;55758169;1116;659;Could not calculate this field;Could not calculate this field
138.76292419433594;184.62896728515625;55758257;1116;659;Could not calculate this field;Could not calculate this field
7.0530853271484375;408.0653076171875;55758257;1116;659;Could not calculate this field;Could not calculate this field
252.8330535888672;640.9094848632812;55758306;1116;659;Could not calculate this field;Could not calculate this field
83.4918212890625;646.7893676757812;55758306;1116;659;Could not calculate this field;Could not calculate this field
76.43618774414062;637.381103515625;55758339;1116;658;Could not calculate this field;Could not calculate this field
92.89967346191406;366.9059753417969;55758579;1116;659;Could not calculate this field;Could not calculate this field
657.3704223632812;324.5706481933594;55758579;1116;659;Could not calculate this field;Could not calculate this field
652.66650390625;188.15689086914062;55758579;1116;659;Could not calculate this field;Could not calculate this field
560.93994140625;266.9476318359375;55758579;1116;659;Could not calculate this field;Could not calculate this field
223.4335174560547;292.8191833496094;55758579;1116;659;Could not calculate this field;Could not calculate this field
304.5762023925781;112.89413452148438;55758579;1116;659;Could not calculate this field;Could not calculate this field
37.62858963012695;149.34954833984375;55758579;1116;659;Could not calculate this field;Could not calculate this field
836.1194458007812;328.0986328125;55758675;1116;659;Could not calculate this field;Could not calculate this field
1030.1563720703125;562.1187744140625;55758675;1116;659;Could not calculate this field;Could not calculate this field
246.95314025878906;457.45648193359375;55758675;1116;659;Could not calculate this field;Could not calculate this field
361.0232849121094;566.8226928710938;55758675;1116;659;Could not calculate this field;Could not calculate this field
456.2777404785156;381.01776123046875;55758882;1116;659;Could not calculate this field;Could not calculate this field
16.460933685302734;452.7525634765625;55758882;1116;659;Could not calculate this field;Could not calculate this field
866.6949462890625;7.0558929443359375;55759106;1116;659;Could not calculate this field;Could not calculate this field
566.8198852539062;452.75250244140625;55759140;1116;659;Could not calculate this field;Could not calculate this field
477.4453430175781;499.79180908203125;55759289;1116;659;Could not calculate this field;Could not calculate this field
288.11248779296875;171.69317626953125;55759289;1116;659;Could not calculate this field;Could not calculate this field
364.5512390136719;177.57308959960938;55759289;1116;659;Could not calculate this field;Could not calculate this field
991.3489379882812;636.20556640625;55759289;1116;659;Could not calculate this field;Could not calculate this field
983.1170043945312;4.7039337158203125;55759289;1116;659;Could not calculate this field;Could not calculate this field
1104.2431640625;631.5016479492188;55759315;1116;659;Could not calculate this field;Could not calculate this field
759.6807250976562;323.39471435546875;55759463;1116;659;Could not calculate this field;Could not calculate this field
131.70703125;50.567169189453125;55759463;1116;659;Could not calculate this field;Could not calculate this field
107.01144409179688;650.3173217773438;55759463;1116;659;Could not calculate this field;Could not calculate this field
1051.7044677734375;631.3338623046875;55759584;1116;659;Could not calculate this field;Could not calculate this field
377.48699951171875;249.30792236328125;55759695;1116;659;Could not calculate this field;Could not calculate this field
392.7747497558594;485.6800537109375;55759695;1116;659;Could not calculate this field;Could not calculate this field
1093.6593017578125;16.463729858398438;55759695;1116;659;Could not calculate this field;Could not calculate this field
97.60359191894531;655.021240234375;55759695;1116;659;Could not calculate this field;Could not calculate this field
622.0909423828125;5.879913330078125;55759695;1116;659;Could not calculate this field;Could not calculate this field
1017.2201538085938;278.707275390625;55759815;1116;658;Could not calculate this field;Could not calculate this field
591.5154418945312;115.24612426757812;55759906;1116;659;Could not calculate this field;Could not calculate this field
338.6796569824219;572.7025756835938;55759906;1116;659;Could not calculate this field;Could not calculate this field
861.9910278320312;631.5016479492188;55759906;1116;659;Could not calculate this field;Could not calculate this field
4.7011260986328125;384.54571533203125;55759906;1116;659;Could not calculate this field;Could not calculate this field
1045.444091796875;7.0558929443359375;55759906;1116;659;Could not calculate this field;Could not calculate this field
1103.067138671875;151.70150756835938;55759936;1116;659;Could not calculate this field;Could not calculate this field
764.3846435546875;321.042724609375;55759977;1116;659;Could not calculate this field;Could not calculate this field
152.87469482421875;652.6693115234375;55759977;1116;659;Could not calculate this field;Could not calculate this field
131.70703125;51.7431640625;55759977;1116;659;Could not calculate this field;Could not calculate this field
602.0993041992188;272.8275146484375;55760035;1116;659;Could not calculate this field;Could not calculate this field
464.5096130371094;90.55052185058594;55760035;1116;659;Could not calculate this field;Could not calculate this field
210.4977264404297;343.3863525390625;55760035;1116;659;Could not calculate this field;Could not calculate this field
786.766845703125;517.1563720703125;55765082;1116;659;Could not calculate this field;Could not calculate this field
582.24169921875;622.3406982421875;55765082;1116;659;Could not calculate this field;Could not calculate this field
602.6942138671875;429.50274658203125;55765082;1116;659;Could not calculate this field;Could not calculate this field
1099.3980712890625;160.69830322265625;55765082;1116;659;Could not calculate this field;Could not calculate this field
21.25853729248047;116.87149047851562;55765318;1116;659;Could not calculate this field;Could not calculate this field
585.1635131835938;73.04468536376953;55765318;1116;659;Could not calculate this field;Could not calculate this field
1076.0238037109375;35.06144714355469;55765318;1116;659;Could not calculate this field;Could not calculate this field
181.9568328857422;379.8323669433594;55765529;1116;659;Could not calculate this field;Could not calculate this field
398.1690979003906;350.6144714355469;55765529;1116;659;Could not calculate this field;Could not calculate this field
626.0685424804688;359.3798522949219;55765529;1116;659;Could not calculate this field;Could not calculate this field
1005.90087890625;204.52511596679688;55765529;1116;659;Could not calculate this field;Could not calculate this field
523.8059692382812;359.3798522949219;55765529;1116;659;Could not calculate this field;Could not calculate this field
108.9091796875;280.4934387207031;55765828;1116;658;Could not calculate this field;Could not calculate this field
643.5992431640625;-362.3016357421875;55796898;1116;659;Could not calculate this field;Could not calculate this field
593.9288330078125;84.7318344116211;55796898;1116;659;Could not calculate this field;Could not calculate this field
1096.476318359375;631.1060791015625;55796898;1116;659;Could not calculate this field;Could not calculate this field
459.5266418457031;537.60888671875;55796898;1116;659;Could not calculate this field;Could not calculate this field
904.8092651367188;472.3924865722656;55796898;1116;659;Could not calculate this field;Could not calculate this field
834.9484252929688;410.848388671875;55796898;1116;659;Could not calculate this field;Could not calculate this field
98.0826644897461;104.79129028320312;55796898;1116;659;Could not calculate this field;Could not calculate this field
167.9435272216797;44.910552978515625;55796898;1116;659;Could not calculate this field;Could not calculate this field
98.0826644897461;21.623600006103516;55796898;1116;659;Could not calculate this field;Could not calculate this field
728.4937744140625;420.8285217285156;55796898;1116;659;Could not calculate this field;Could not calculate this field
823.304931640625;314.3738708496094;55796898;1116;659;Could not calculate this field;Could not calculate this field
384.1795349121094;535.5999145507812;55796898;1116;659;Could not calculate this field;Could not calculate this field
735.1471557617188;104.79129028320312;55796898;1116;659;Could not calculate this field;Could not calculate this field
680.2565307617188;99.80123138427734;55796898;1116;659;Could not calculate this field;Could not calculate this field
780.0577392578125;33.2670783996582;55796898;1116;659;Could not calculate this field;Could not calculate this field
691.8999633789062;19.960247039794922;55796898;1116;659;Could not calculate this field;Could not calculate this field
740.1372680664062;46.57390594482422;55796898;1116;659;Could not calculate this field;Could not calculate this field
38.201927185058594;28.277015686035156;55796898;1116;659;Could not calculate this field;Could not calculate this field
560.4950561523438;613.777587890625;55796898;1116;659;Could not calculate this field;Could not calculate this field
661.9595947265625;593.8173217773438;55796898;1116;659;Could not calculate this field;Could not calculate this field
578.7919311523438;537.2633056640625;55796898;1116;659;Could not calculate this field;Could not calculate this field
385.8428649902344;633.73779296875;55796898;1116;659;Could not calculate this field;Could not calculate this field
470.6739196777344;638.7279052734375;55796898;1116;659;Could not calculate this field;Could not calculate this field
329.2888488769531;625.4210205078125;55796898;1116;659;Could not calculate this field;Could not calculate this field
454.0382385253906;206.26014709472656;55796974;1116;658;Could not calculate this field;Could not calculate this field
502.2764892578125;129.74427795410156;55796974;1116;658;Could not calculate this field;Could not calculate this field
668.6152954101562;174.65576171875;55796974;1116;658;Could not calculate this field;Could not calculate this field
622.0404663085938;257.8251647949219;55796974;1116;658;Could not calculate this field;Could not calculate this field
625.3672485351562;186.2994842529297;55796974;1116;658;Could not calculate this field;Could not calculate this field
585.4459228515625;197.94320678710938;55796974;1116;658;Could not calculate this field;Could not calculate this field
172.93359375;402.5316162109375;55797045;1116;659;Could not calculate this field;Could not calculate this field
182.91371154785156;169.66209411621094;55797045;1116;659;Could not calculate this field;Could not calculate this field
144.6565704345703;241.18630981445312;55797045;1116;659;Could not calculate this field;Could not calculate this field
53.17211151123047;217.89935302734375;55797045;1116;659;Could not calculate this field;Could not calculate this field
49.845401763916016;153.02854919433594;55797045;1116;659;Could not calculate this field;Could not calculate this field
29.885156631469727;422.49188232421875;55797045;1116;659;Could not calculate this field;Could not calculate this field
58.16217041015625;297.7403259277344;55797045;1116;659;Could not calculate this field;Could not calculate this field
192.89382934570312;347.6409606933594;55797045;1116;659;Could not calculate this field;Could not calculate this field
142.99322509765625;311.04718017578125;55797045;1116;659;Could not calculate this field;Could not calculate this field
467.34722900390625;627.0844116210938;55797045;1116;659;Could not calculate this field;Could not calculate this field
312.6553039550781;635.4011840820312;55797045;1116;659;Could not calculate this field;Could not calculate this field
665.2863159179688;301.0670471191406;55797082;1116;659;Could not calculate this field;Could not calculate this field
587.1087036132812;279.4434509277344;55797082;1116;659;Could not calculate this field;Could not calculate this field
893.165771484375;274.453369140625;55797082;1116;659;Could not calculate this field;Could not calculate this field
259.427978515625;490.68939208984375;55797082;1116;659;Could not calculate this field;Could not calculate this field
66.47894287109375;369.2645568847656;55797082;1116;659;Could not calculate this field;Could not calculate this field
144.6565704345703;296.0769958496094;55797082;1116;659;Could not calculate this field;Could not calculate this field
760.8042602539062;205.88314819335938;55836542;1116;659;Could not calculate this field;Could not calculate this field
456.04852294921875;379.5204772949219;55847671;1116;659;Could not calculate this field;Could not calculate this field
614.1481323242188;491.1418151855469;55848474;1116;659;Could not calculate this field;Could not calculate this field
318.20526123046875;481.7209167480469;55848474;1116;659;Could not calculate this field;Could not calculate this field
264.93731689453125;580.74462890625;55848474;1116;659;Could not calculate this field;Could not calculate this field
821.5152587890625;41.04935836791992;55848491;1116;659;Could not calculate this field;Could not calculate this field
604.6599731445312;330.1014099121094;55848491;1116;659;Could not calculate this field;Could not calculate this field
887.9448852539062;650.860595703125;55848491;1116;659;Could not calculate this field;Could not calculate this field
907.5252685546875;652.0593872070312;55848491;1116;659;Could not calculate this field;Could not calculate this field
934.6980590820312;649.6617431640625;55848491;1116;659;Could not calculate this field;Could not calculate this field
954.6780395507812;648.862548828125;55848491;1116;659;Could not calculate this field;Could not calculate this field
994.2384033203125;651.6597900390625;55848491;1116;659;Could not calculate this field;Could not calculate this field
1019.4131469726562;654.4569702148438;55848491;1116;659;Could not calculate this field;Could not calculate this field
1076.7620849609375;212.28839111328125;55848494;1116;659;Could not calculate this field;Could not calculate this field
1067.766845703125;334.3670654296875;55848494;1116;659;Could not calculate this field;Could not calculate this field
1004.8277587890625;205.82786560058594;55874568;1116;659;Could not calculate this field;Could not calculate this field
849.521240234375;284.41668701171875;55874732;1116;659;Could not calculate this field;Could not calculate this field
643.6934204101562;333.06689453125;55874732;1116;659;Could not calculate this field;Could not calculate this field
563.2333984375;308.7417907714844;55874732;1116;659;Could not calculate this field;Could not calculate this field
134.7372283935547;306.8706359863281;55874732;1116;659;Could not calculate this field;Could not calculate this field
87.95816802978516;349.9073791503906;55874732;1116;659;Could not calculate this field;Could not calculate this field
243.2646484375;497.72918701171875;55874732;1116;659;Could not calculate this field;Could not calculate this field
709.18408203125;467.79058837890625;55874732;1116;659;Could not calculate this field;Could not calculate this field
1042.2509765625;130.9813690185547;55874732;1116;659;Could not calculate this field;Could not calculate this field
836.423095703125;464.04827880859375;55874963;1116;659;Could not calculate this field;Could not calculate this field
993.6007690429688;245.1222686767578;55874963;1116;659;Could not calculate this field;Could not calculate this field
883.4510498046875;19.23137664794922;55875095;1116;659;Could not calculate this field;Could not calculate this field
998.7588500976562;527.7192993164062;55891949;1116;658;Could not calculate this field;Could not calculate this field
804.9992065429688;70.88766479492188;55891949;1116;658;Could not calculate this field;Could not calculate this field
633.2935180664062;33.080909729003906;55891949;1116;658;Could not calculate this field;Could not calculate this field
1041.28466796875;505.6583251953125;55892012;1116;659;Could not calculate this field;Could not calculate this field
912.1134033203125;108.69290924072266;55892012;1116;659;Could not calculate this field;Could not calculate this field
976.6990966796875;88.21453857421875;55892012;1116;659;Could not calculate this field;Could not calculate this field
1063.33837890625;66.16090393066406;55892012;1116;659;Could not calculate this field;Could not calculate this field
656.92138671875;239.439453125;55892165;1116;659;Could not calculate this field;Could not calculate this field
269.40753173828125;267.79412841796875;55892372;1116;659;Could not calculate this field;Could not calculate this field
308.78900146484375;80.33824157714844;55892424;1116;659;Could not calculate this field;Could not calculate this field
130.78468322753906;255.19204711914062;55892424;1116;659;Could not calculate this field;Could not calculate this field
25.242286682128906;148.07440185546875;55892424;1116;659;Could not calculate this field;Could not calculate this field
200.09609985351562;543.4645385742188;55892424;1116;659;Could not calculate this field;Could not calculate this field
329.26739501953125;641.1306762695312;55892424;1116;659;Could not calculate this field;Could not calculate this field
663.222412109375;436.3468933105469;55892424;1116;659;Could not calculate this field;Could not calculate this field
737.2596435546875;409.5675048828125;55892424;1116;659;Could not calculate this field;Could not calculate this field
